Time,110k Dis,110k For,LVDT 1VE,LVDT 2VW,SP2VBL,avg lvdt's,avg lvdt's2,110k For2
+000:09:09,-0.297052,-27.83862,0.123594,0.152637,-0.089105,0.1381155,0.1381155,27.83862
+000:09:09,-0.297106,-27.840016,0.123812,0.152931,-0.088879,0.1383715,0.1383715,27.840016
+000:09:09,-0.297172,-27.841573,0.123926,0.153045,-0.0886,0.1384855,0.1384855,27.841573
+000:09:10,-0.297301,-27.842706,0.123945,0.153055,-0.088421,0.1385,0.1385,27.842706
+000:09:10,-0.297541,-27.843175,0.124022,0.153237,-0.088405,0.1386295,0.1386295,27.843175
+000:09:10,-0.297651,-27.841573,0.124231,0.153636,-0.088482,0.1389335,0.1389335,27.841573
+000:09:10,-0.297508,-27.837966,0.124346,0.153842,-0.088668,0.139094,0.139094,27.837966
+000:09:10,-0.297215,-27.833304,0.124271,0.153664,-0.088912,0.1389675,0.1389675,27.833304
+000:09:10,-0.296889,-27.829566,0.124242,0.153537,-0.089056,0.1388895,0.1388895,27.829566
+000:09:10,-0.296709,-27.828911,0.124384,0.153694,-0.089059,0.139039,0.139039,27.828911
+000:09:10,-0.296758,-27.83077,0.124545,0.153839,-0.089057,0.139192,0.139192,27.83077
+000:09:10,-0.29705,-27.833549,0.124524,0.153724,-0.089152,0.139124,0.139124,27.833549
+000:09:10,-0.297514,-27.836211,0.124449,0.153612,-0.089332,0.1390305,0.1390305,27.836211
+000:09:11,-0.297952,-27.838786,0.124545,0.153793,-0.089587,0.139169,0.139169,27.838786
+000:09:11,-0.298297,-27.842083,0.124684,0.154006,-0.089845,0.139345,0.139345,27.842083
+000:09:11,-0.298454,-27.844814,0.124717,0.154021,-0.089944,0.139369,0.139369,27.844814
+000:09:11,-0.298397,-27.845978,0.124762,0.15407,-0.089821,0.139416,0.139416,27.845978
+000:09:11,-0.298289,-27.846304,0.12491,0.154316,-0.08958,0.139613,0.139613,27.846304
+000:09:11,-0.298196,-27.844901,0.125053,0.154529,-0.089357,0.139791,0.139791,27.844901
+000:09:11,-0.298222,-27.842763,0.125019,0.154463,-0.089129,0.139741,0.139741,27.842763
+000:09:11,-0.298461,-27.841993,0.124936,0.154363,-0.088839,0.1396495,0.1396495,27.841993
+000:09:11,-0.298759,-27.841902,0.125028,0.154551,-0.088622,0.1397895,0.1397895,27.841902
+000:09:11,-0.298909,-27.84145,0.125166,0.154768,-0.088534,0.139967,0.139967,27.84145
+000:09:12,-0.298932,-27.841304,0.1252,0.154745,-0.088492,0.1399725,0.1399725,27.841304
+000:09:12,-0.298892,-27.842171,0.125247,0.15473,-0.088537,0.1399885,0.1399885,27.842171
+000:09:12,-0.298835,-27.842271,0.125417,0.154924,-0.088682,0.1401705,0.1401705,27.842271
+000:09:12,-0.298731,-27.840404,0.125594,0.155094,-0.088789,0.140344,0.140344,27.840404
+000:09:12,-0.298565,-27.83827,0.125579,0.155015,-0.088819,0.140297,0.140297,27.83827
+000:09:12,-0.298514,-27.837281,0.125502,0.154923,-0.088887,0.1402125,0.1402125,27.837281
+000:09:12,-0.298641,-27.837468,0.125574,0.155071,-0.08901,0.1403225,0.1403225,27.837468
+000:09:12,-0.298872,-27.838697,0.125634,0.15512,-0.08921,0.140377,0.140377,27.838697
+000:09:12,-0.299111,-27.840011,0.125581,0.15488,-0.089516,0.1402305,0.1402305,27.840011
+000:09:12,-0.299295,-27.840733,0.125601,0.154797,-0.089806,0.140199,0.140199,27.840733
+000:09:13,-0.29943,-27.84174,0.125747,0.155001,-0.089968,0.140374,0.140374,27.84174
+000:09:13,-0.299542,-27.841985,0.12588,0.155151,-0.089969,0.1405155,0.1405155,27.841985
+000:09:13,-0.29955,-27.839409,0.125915,0.155156,-0.08991,0.1405355,0.1405355,27.839409
+000:09:13,-0.299391,-27.835433,0.125965,0.155266,-0.089863,0.1406155,0.1406155,27.835433
+000:09:13,-0.299217,-27.832466,0.1261,0.155517,-0.089706,0.1408085,0.1408085,27.832466
+000:09:13,-0.299269,-27.832395,0.126118,0.155596,-0.089433,0.140857,0.140857,27.832395
+000:09:13,-0.299562,-27.835172,0.12602,0.155559,-0.089224,0.1407895,0.1407895,27.835172
+000:09:13,-0.299865,-27.838024,0.126076,0.155731,-0.089102,0.1409035,0.1409035,27.838024
+000:09:13,-0.300151,-27.840133,0.126226,0.155943,-0.089042,0.1410845,0.1410845,27.840133
+000:09:13,-0.300383,-27.841475,0.126304,0.155964,-0.089058,0.141134,0.141134,27.841475
+000:09:14,-0.30044,-27.841494,0.126411,0.15602,-0.089071,0.1412155,0.1412155,27.841494
+000:09:14,-0.300281,-27.840421,0.126606,0.156235,-0.088965,0.1414205,0.1414205,27.840421
+000:09:14,-0.299935,-27.838071,0.126744,0.156193,-0.088758,0.1414685,0.1414685,27.838071
+000:09:14,-0.299638,-27.83503,0.126691,0.155669,-0.08863,0.14118,0.14118,27.83503
+000:09:14,-0.299557,-27.832997,0.126622,0.155238,-0.088622,0.14093,0.14093,27.832997
+000:09:14,-0.299661,-27.832558,0.126689,0.155224,-0.088737,0.1409565,0.1409565,27.832558
+000:09:14,-0.299876,-27.834462,0.126696,0.155258,-0.089058,0.140977,0.140977,27.834462
+000:09:14,-0.300205,-27.838521,0.126625,0.155279,-0.089446,0.140952,0.140952,27.838521
+000:09:14,-0.3006,-27.841986,0.12671,0.155571,-0.089699,0.1411405,0.1411405,27.841986
+000:09:14,-0.300906,-27.842643,0.126848,0.155914,-0.089797,0.141381,0.141381,27.842643
+000:09:15,-0.300989,-27.840399,0.126888,0.15602,-0.089799,0.141454,0.141454,27.840399
+000:09:15,-0.300882,-27.836918,0.126984,0.156167,-0.089762,0.1415755,0.1415755,27.836918
+000:09:15,-0.300803,-27.833606,0.127187,0.156469,-0.089621,0.141828,0.141828,27.833606
+000:09:15,-0.300788,-27.830971,0.127362,0.156665,-0.089318,0.1420135,0.1420135,27.830971
+000:09:15,-0.300756,-27.829846,0.127446,0.156717,-0.089032,0.1420815,0.1420815,27.829846
+000:09:15,-0.300775,-27.831931,0.127544,0.156874,-0.088859,0.142209,0.142209,27.831931
+000:09:15,-0.300865,-27.83669,0.127664,0.157105,-0.088767,0.1423845,0.1423845,27.83669
+000:09:15,-0.301034,-27.8421,0.127647,0.157124,-0.08883,0.1423855,0.1423855,27.8421
+000:09:15,-0.301201,-27.846084,0.127604,0.157066,-0.089023,0.142335,0.142335,27.846084
+000:09:15,-0.30113,-27.845778,0.127729,0.157185,-0.089173,0.142457,0.142457,27.845778
+000:09:16,-0.300934,-27.841781,0.127791,0.157206,-0.089233,0.1424985,0.1424985,27.841781
+000:09:16,-0.300854,-27.836542,0.127667,0.157022,-0.089288,0.1423445,0.1423445,27.836542
+000:09:16,-0.300894,-27.831529,0.127634,0.157022,-0.089331,0.142328,0.142328,27.831529
+000:09:16,-0.301069,-27.827971,0.127702,0.157162,-0.089413,0.142432,0.142432,27.827971
+000:09:16,-0.301357,-27.826112,0.12775,0.157198,-0.089606,0.142474,0.142474,27.826112
+000:09:16,-0.301694,-27.826359,0.127881,0.157326,-0.089808,0.1426035,0.1426035,27.826359
+000:09:16,-0.302075,-27.828196,0.128116,0.157603,-0.08991,0.1428595,0.1428595,27.828196
+000:09:16,-0.302334,-27.828696,0.128317,0.157792,-0.089892,0.1430545,0.1430545,27.828696
+000:09:16,-0.302332,-27.827051,0.128421,0.15787,-0.089857,0.1431455,0.1431455,27.827051
+000:09:16,-0.302184,-27.825268,0.128534,0.158031,-0.089836,0.1432825,0.1432825,27.825268
+000:09:17,-0.301993,-27.825148,0.128644,0.158172,-0.089667,0.143408,0.143408,27.825148
+000:09:17,-0.301832,-27.828135,0.128602,0.158068,-0.089348,0.143335,0.143335,27.828135
+000:09:17,-0.301802,-27.833919,0.128547,0.157975,-0.089098,0.143261,0.143261,27.833919
+000:09:17,-0.301919,-27.840851,0.128609,0.158079,-0.088973,0.143344,0.143344,27.840851
+000:09:17,-0.302142,-27.847701,0.128599,0.158099,-0.088938,0.143349,0.143349,27.847701
+000:09:17,-0.302414,-27.852943,0.128545,0.158043,-0.089001,0.143294,0.143294,27.852943
+000:09:17,-0.302595,-27.854581,0.128647,0.158145,-0.089075,0.143396,0.143396,27.854581
+000:09:17,-0.302684,-27.852369,0.128721,0.158198,-0.089073,0.1434595,0.1434595,27.852369
+000:09:17,-0.302726,-27.847624,0.12867,0.158116,-0.089015,0.143393,0.143393,27.847624
+000:09:17,-0.302694,-27.842179,0.128745,0.158195,-0.089005,0.14347,0.14347,27.842179
+000:09:18,-0.302659,-27.838491,0.128793,0.15823,-0.089073,0.1435115,0.1435115,27.838491
+000:09:18,-0.302663,-27.837534,0.128639,0.158012,-0.089208,0.1433255,0.1433255,27.837534
+000:09:18,-0.302753,-27.838605,0.12857,0.157953,-0.089432,0.1432615,0.1432615,27.838605
+000:09:18,-0.302972,-27.839967,0.1286,0.157998,-0.089626,0.143299,0.143299,27.839967
+000:09:18,-0.303175,-27.839879,0.128611,0.157907,-0.089617,0.143259,0.143259,27.839879
+000:09:18,-0.30323,-27.838204,0.12875,0.157977,-0.089432,0.1433635,0.1433635,27.838204
+000:09:18,-0.303247,-27.835585,0.12896,0.158144,-0.089239,0.143552,0.143552,27.835585
+000:09:18,-0.303259,-27.831407,0.129118,0.158199,-0.08911,0.1436585,0.1436585,27.831407
+000:09:18,-0.303245,-27.825458,0.12933,0.1584,-0.088949,0.143865,0.143865,27.825458
+000:09:18,-0.303257,-27.820258,0.12954,0.158657,-0.088725,0.1440985,0.1440985,27.820258
+000:09:19,-0.303304,-27.817546,0.129672,0.158749,-0.088562,0.1442105,0.1442105,27.817546
+000:09:19,-0.303451,-27.81731,0.129863,0.158929,-0.088501,0.144396,0.144396,27.81731
+000:09:19,-0.303669,-27.818481,0.130017,0.15909,-0.088502,0.1445535,0.1445535,27.818481
+000:09:19,-0.303816,-27.819534,0.130034,0.159025,-0.088549,0.1445295,0.1445295,27.819534
+000:09:19,-0.303804,-27.820388,0.130102,0.159062,-0.088631,0.144582,0.144582,27.820388
+000:09:19,-0.303752,-27.821186,0.130158,0.159181,-0.0887,0.1446695,0.1446695,27.821186
+000:09:19,-0.303718,-27.821583,0.130121,0.159243,-0.088724,0.144682,0.144682,27.821583
+000:09:19,-0.303639,-27.821147,0.130127,0.159344,-0.088784,0.1447355,0.1447355,27.821147
+000:09:19,-0.303577,-27.81971,0.130141,0.159401,-0.088925,0.144771,0.144771,27.81971
+000:09:19,-0.303591,-27.817726,0.130159,0.159445,-0.089114,0.144802,0.144802,27.817726
+000:09:20,-0.303734,-27.816536,0.130278,0.159579,-0.089339,0.1449285,0.1449285,27.816536
+000:09:20,-0.303927,-27.816433,0.130493,0.159819,-0.089549,0.145156,0.145156,27.816433
+000:09:20,-0.304097,-27.816413,0.130632,0.160027,-0.089679,0.1453295,0.1453295,27.816413
+000:09:20,-0.304319,-27.816326,0.130649,0.160139,-0.089725,0.145394,0.145394,27.816326
+000:09:20,-0.304516,-27.814978,0.130689,0.16024,-0.089724,0.1454645,0.1454645,27.814978
+000:09:20,-0.30452,-27.811784,0.13074,0.160305,-0.089684,0.1455225,0.1455225,27.811784
+000:09:20,-0.304401,-27.808787,0.130733,0.160242,-0.08951,0.1454875,0.1454875,27.808787
+000:09:20,-0.304332,-27.806883,0.130709,0.160062,-0.089195,0.1453855,0.1453855,27.806883
+000:09:20,-0.304362,-27.805429,0.130758,0.159961,-0.088965,0.1453595,0.1453595,27.805429
+000:09:20,-0.304553,-27.804382,0.130829,0.15994,-0.088922,0.1453845,0.1453845,27.804382
+000:09:21,-0.304812,-27.803639,0.130908,0.159971,-0.088946,0.1454395,0.1454395,27.803639
+000:09:21,-0.304913,-27.802589,0.131067,0.160114,-0.088977,0.1455905,0.1455905,27.802589
+000:09:21,-0.304844,-27.801607,0.131284,0.160338,-0.08902,0.145811,0.145811,27.801607
+000:09:21,-0.304732,-27.7993,0.13134,0.160434,-0.089027,0.145887,0.145887,27.7993
+000:09:21,-0.304581,-27.793816,0.131148,0.16032,-0.088981,0.145734,0.145734,27.793816
+000:09:21,-0.304357,-27.787701,0.130972,0.160241,-0.088975,0.1456065,0.1456065,27.787701
+000:09:21,-0.304185,-27.784004,0.130882,0.160231,-0.089051,0.1455565,0.1455565,27.784004
+000:09:21,-0.30422,-27.78338,0.130854,0.160287,-0.089181,0.1455705,0.1455705,27.78338
+000:09:21,-0.304466,-27.784518,0.130948,0.16046,-0.089353,0.145704,0.145704,27.784518
+000:09:21,-0.304687,-27.78601,0.131153,0.160736,-0.089513,0.1459445,0.1459445,27.78601
+000:09:22,-0.304874,-27.788956,0.131293,0.160933,-0.089595,0.146113,0.146113,27.788956
+000:09:22,-0.305225,-27.794507,0.131298,0.160965,-0.089594,0.1461315,0.1461315,27.794507
+000:09:22,-0.305593,-27.800198,0.131338,0.160968,-0.089584,0.146153,0.146153,27.800198
+000:09:22,-0.305741,-27.803691,0.131397,0.160932,-0.089585,0.1461645,0.1461645,27.803691
+000:09:22,-0.305676,-27.805434,0.131463,0.160915,-0.089461,0.146189,0.146189,27.805434
+000:09:22,-0.30558,-27.806035,0.131609,0.160991,-0.08918,0.1463,0.1463,27.806035
+000:09:22,-0.305552,-27.807261,0.131834,0.161181,-0.088947,0.1465075,0.1465075,27.807261
+000:09:22,-0.30561,-27.81056,0.131992,0.161349,-0.08885,0.1466705,0.1466705,27.81056
+000:09:22,-0.305679,-27.814379,0.132034,0.161408,-0.088813,0.146721,0.146721,27.814379
+000:09:22,-0.305669,-27.816959,0.132178,0.161353,-0.088796,0.1467655,0.1467655,27.816959
+000:09:23,-0.305648,-27.818597,0.132438,0.161109,-0.088799,0.1467735,0.1467735,27.818597
+000:09:23,-0.305623,-27.819057,0.132629,0.160863,-0.088765,0.146746,0.146746,27.819057
+000:09:23,-0.305477,-27.816815,0.132762,0.160776,-0.088668,0.146769,0.146769,27.816815
+000:09:23,-0.305184,-27.811794,0.132946,0.1609,-0.088635,0.146923,0.146923,27.811794
+000:09:23,-0.304981,-27.805957,0.133089,0.161127,-0.088722,0.147108,0.147108,27.805957
+000:09:23,-0.305074,-27.802096,0.133133,0.161364,-0.088878,0.1472485,0.1472485,27.802096
+000:09:23,-0.305348,-27.800717,0.133191,0.161687,-0.089063,0.147439,0.147439,27.800717
+000:09:23,-0.305617,-27.800036,0.133273,0.162081,-0.089227,0.147677,0.147677,27.800036
+000:09:23,-0.30584,-27.799858,0.133223,0.162326,-0.089342,0.1477745,0.1477745,27.799858
+000:09:23,-0.306056,-27.800519,0.133033,0.162337,-0.089427,0.147685,0.147685,27.800519
+000:09:24,-0.306211,-27.801102,0.132868,0.162176,-0.089499,0.147522,0.147522,27.801102
+000:09:24,-0.306192,-27.800905,0.132712,0.161818,-0.089516,0.147265,0.147265,27.800905
+000:09:24,-0.306065,-27.79938,0.132575,0.161462,-0.089367,0.1470185,0.1470185,27.79938
+000:09:24,-0.306018,-27.796159,0.132562,0.161317,-0.089071,0.1469395,0.1469395,27.796159
+000:09:24,-0.306147,-27.792172,0.132689,0.161399,-0.088855,0.147044,0.147044,27.792172
+000:09:24,-0.306439,-27.788857,0.132836,0.161581,-0.088806,0.1472085,0.1472085,27.788857
+000:09:24,-0.306752,-27.787043,0.132943,0.161792,-0.088826,0.1473675,0.1473675,27.787043
+000:09:24,-0.306973,-27.787404,0.133117,0.162084,-0.088861,0.1476005,0.1476005,27.787404
+000:09:24,-0.307157,-27.789312,0.13338,0.162446,-0.088916,0.147913,0.147913,27.789312
+000:09:24,-0.307302,-27.790751,0.133578,0.162742,-0.088959,0.14816,0.14816,27.790751
+000:09:25,-0.307291,-27.790971,0.133659,0.162913,-0.088936,0.148286,0.148286,27.790971
+000:09:25,-0.30714,-27.790512,0.133738,0.16305,-0.088898,0.148394,0.148394,27.790512
+000:09:25,-0.307031,-27.788849,0.13381,0.163154,-0.088927,0.148482,0.148482,27.788849
+000:09:25,-0.30702,-27.786368,0.133751,0.163067,-0.089069,0.148409,0.148409,27.786368
+000:09:25,-0.307111,-27.785229,0.133592,0.162765,-0.089282,0.1481785,0.1481785,27.785229
+000:09:25,-0.307302,-27.785344,0.133483,0.162449,-0.089452,0.147966,0.147966,27.785344
+000:09:25,-0.30744,-27.786135,0.133394,0.162171,-0.089531,0.1477825,0.1477825,27.786135
+000:09:25,-0.307453,-27.788721,0.133286,0.161918,-0.089561,0.147602,0.147602,27.788721
+000:09:25,-0.307384,-27.792372,0.133253,0.161762,-0.089572,0.1475075,0.1475075,27.792372
+000:09:25,-0.307189,-27.79382,0.133333,0.161742,-0.089523,0.1475375,0.1475375,27.79382
+000:09:26,-0.306908,-27.792873,0.133417,0.16179,-0.089337,0.1476035,0.1476035,27.792873
+000:09:26,-0.306775,-27.791593,0.133458,0.161858,-0.089056,0.147658,0.147658,27.791593
+000:09:26,-0.306869,-27.7899,0.133548,0.162013,-0.088817,0.1477805,0.1477805,27.7899
+000:09:26,-0.3071,-27.787697,0.133722,0.162272,-0.088666,0.147997,0.147997,27.787697
+000:09:26,-0.307402,-27.784861,0.133876,0.162517,-0.088622,0.1481965,0.1481965,27.784861
+000:09:26,-0.307683,-27.781606,0.133965,0.162673,-0.088696,0.148319,0.148319,27.781606
+000:09:26,-0.307909,-27.779188,0.134085,0.162819,-0.088805,0.148452,0.148452,27.779188
+000:09:26,-0.308102,-27.778285,0.134256,0.163028,-0.088846,0.148642,0.148642,27.778285
+000:09:26,-0.308137,-27.777744,0.134385,0.16322,-0.088806,0.1488025,0.1488025,27.777744
+000:09:26,-0.308048,-27.777115,0.134457,0.163306,-0.08876,0.1488815,0.1488815,27.777115
+000:09:27,-0.308047,-27.777728,0.134547,0.163356,-0.088728,0.1489515,0.1489515,27.777728
+000:09:27,-0.308123,-27.77953,0.134661,0.16344,-0.0887,0.1490505,0.1490505,27.77953
+000:09:27,-0.308263,-27.78201,0.134721,0.163499,-0.088747,0.14911,0.14911,27.78201
+000:09:27,-0.308472,-27.783921,0.134702,0.163476,-0.088884,0.149089,0.149089,27.783921
+000:09:27,-0.308628,-27.783847,0.134693,0.163423,-0.088979,0.149058,0.149058,27.783847
+000:09:27,-0.308698,-27.782566,0.134753,0.163396,-0.088999,0.1490745,0.1490745,27.782566
+000:09:27,-0.308707,-27.780914,0.134811,0.163346,-0.089073,0.1490785,0.1490785,27.780914
+000:09:27,-0.308555,-27.777631,0.134803,0.163206,-0.089182,0.1490045,0.1490045,27.777631
+000:09:27,-0.308293,-27.772821,0.134773,0.163019,-0.089135,0.148896,0.148896,27.772821
+000:09:27,-0.309608,-27.768384,0.134813,0.162958,-0.088906,0.1488855,0.1488855,27.768384
+000:09:28,-0.313418,-27.765466,0.134894,0.163063,-0.088713,0.1489785,0.1489785,27.765466
+000:09:28,-0.317155,-27.765688,0.134914,0.163206,-0.08867,0.14906,0.14906,27.765688
+000:09:28,-0.319137,-27.768831,0.134893,0.163321,-0.088769,0.149107,0.149107,27.768831
+000:09:28,-0.319734,-27.771422,0.134989,0.16353,-0.088978,0.1492595,0.1492595,27.771422
+000:09:28,-0.319274,-27.771061,0.135212,0.163862,-0.089171,0.149537,0.149537,27.771061
+000:09:28,-0.318153,-27.769277,0.135419,0.164187,-0.089269,0.149803,0.149803,27.769277
+000:09:28,-0.316618,-27.767266,0.135558,0.164441,-0.089255,0.1499995,0.1499995,27.767266
+000:09:28,-0.3149,-27.765251,0.135743,0.164709,-0.089171,0.150226,0.150226,27.765251
+000:09:28,-0.313304,-27.764501,0.136003,0.165025,-0.089084,0.150514,0.150514,27.764501
+000:09:28,-0.312074,-27.765066,0.13621,0.165286,-0.089007,0.150748,0.150748,27.765066
+000:09:29,-0.3113,-27.76697,0.136305,0.16539,-0.088952,0.1508475,0.1508475,27.76697
+000:09:29,-0.31086,-27.770184,0.136362,0.165345,-0.08893,0.1508535,0.1508535,27.770184
+000:09:29,-0.310589,-27.773497,0.13641,0.165248,-0.088879,0.150829,0.150829,27.773497
+000:09:29,-0.310367,-27.775582,0.136367,0.165086,-0.088796,0.1507265,0.1507265,27.775582
+000:09:29,-0.310196,-27.776229,0.13621,0.164874,-0.088807,0.150542,0.150542,27.776229
+000:09:29,-0.31007,-27.7754,0.135991,0.164688,-0.088914,0.1503395,0.1503395,27.7754
+000:09:29,-0.309964,-27.77367,0.135892,0.164695,-0.088931,0.1502935,0.1502935,27.77367
+000:09:29,-0.309919,-27.771984,0.135958,0.164904,-0.088787,0.150431,0.150431,27.771984
+000:09:29,-0.309936,-27.7701,0.136064,0.165147,-0.088673,0.1506055,0.1506055,27.7701
+000:09:29,-0.310033,-27.768863,0.136167,0.165331,-0.088656,0.150749,0.150749,27.768863
+000:09:30,-0.310254,-27.768342,0.13634,0.165523,-0.088665,0.1509315,0.1509315,27.768342
+000:09:30,-0.310495,-27.767719,0.136564,0.165744,-0.08874,0.151154,0.151154,27.767719
+000:09:30,-0.31059,-27.767021,0.136703,0.165867,-0.088884,0.151285,0.151285,27.767021
+000:09:30,-0.310523,-27.762953,0.136655,0.165816,-0.089011,0.1512355,0.1512355,27.762953
+000:09:30,-0.310297,-27.75281,0.136451,0.165617,-0.089062,0.151034,0.151034,27.75281
+000:09:30,-0.310008,-27.742662,0.136365,0.16552,-0.089064,0.1509425,0.1509425,27.742662
+000:09:30,-0.309842,-27.740139,0.136481,0.165597,-0.089056,0.151039,0.151039,27.740139
+000:09:30,-0.309889,-27.744962,0.136637,0.165719,-0.089038,0.151178,0.151178,27.744962
+000:09:30,-0.310129,-27.75226,0.136746,0.16582,-0.089014,0.151283,0.151283,27.75226
+000:09:30,-0.310453,-27.758427,0.136897,0.165959,-0.088992,0.151428,0.151428,27.758427
+000:09:31,-0.310746,-27.762951,0.137123,0.166152,-0.088946,0.1516375,0.1516375,27.762951
+000:09:31,-0.310933,-27.76634,0.137298,0.166284,-0.0889,0.151791,0.151791,27.76634
+000:09:31,-0.310999,-27.768104,0.137286,0.166245,-0.088948,0.1517655,0.1517655,27.768104
+000:09:31,-0.31088,-27.767719,0.137094,0.16602,-0.089064,0.151557,0.151557,27.767719
+000:09:31,-0.310653,-27.766731,0.137004,0.165914,-0.089049,0.151459,0.151459,27.766731
+000:09:31,-0.310495,-27.767828,0.137086,0.166034,-0.088862,0.15156,0.15156,27.767828
+000:09:31,-0.310474,-27.771339,0.137193,0.166228,-0.088726,0.1517105,0.1517105,27.771339
+000:09:31,-0.310604,-27.776358,0.137265,0.166375,-0.088676,0.15182,0.15182,27.776358
+000:09:31,-0.310839,-27.781377,0.137391,0.166499,-0.088609,0.151945,0.151945,27.781377
+000:09:31,-0.311104,-27.784164,0.137581,0.166559,-0.088586,0.15207,0.15207,27.784164
+000:09:32,-0.311285,-27.783908,0.137676,0.166392,-0.08866,0.152034,0.152034,27.783908
+000:09:32,-0.311338,-27.781541,0.137643,0.166172,-0.08877,0.1519075,0.1519075,27.781541
+000:09:32,-0.311225,-27.777446,0.13755,0.166038,-0.088849,0.151794,0.151794,27.777446
+000:09:32,-0.311053,-27.772492,0.137586,0.166109,-0.088898,0.1518475,0.1518475,27.772492
+000:09:32,-0.31108,-27.768653,0.137784,0.166388,-0.088934,0.152086,0.152086,27.768653
+000:09:32,-0.311291,-27.765353,0.137968,0.166676,-0.088944,0.152322,0.152322,27.765353
+000:09:32,-0.311565,-27.762264,0.138049,0.166907,-0.088952,0.152478,0.152478,27.762264
+000:09:32,-0.311875,-27.760362,0.138076,0.167102,-0.088983,0.152589,0.152589,27.760362
+000:09:32,-0.312145,-27.758449,0.138208,0.16736,-0.088939,0.152784,0.152784,27.758449
+000:09:32,-0.312266,-27.754835,0.138417,0.167638,-0.088816,0.1530275,0.1530275,27.754835
+000:09:33,-0.312282,-27.749495,0.138578,0.167865,-0.08879,0.1532215,0.1532215,27.749495
+000:09:33,-0.312189,-27.743356,0.138655,0.167981,-0.088893,0.153318,0.153318,27.743356
+000:09:33,-0.312034,-27.73923,0.138752,0.168037,-0.088923,0.1533945,0.1533945,27.73923
+000:09:33,-0.312012,-27.739379,0.138894,0.16805,-0.088763,0.153472,0.153472,27.739379
+000:09:33,-0.312178,-27.742318,0.138934,0.167893,-0.088577,0.1534135,0.1534135,27.742318
