Time,ms,110k Dis,,110k For,,LVDT 1 V,,LVDT 2 V,,LVDT Avg.,SP2 Bloc,,Act. Disp.,,,,,
,,V,inches,V,kips,V,inches,V,inches,inches,V,inches,,,,,,
+000:00:20,200,-0.001,-0.001,-0.001,-0.008,-4.167,0.000,-7.383,0.001,0.001,1.688,-0.00134714,0.000,,,,,
+000:00:20,300,0.000,0.000,0.002,0.017,-4.186,0.004,-7.401,0.005,0.004,1.697,0.00213586,-0.002,,,,,
+000:00:20,400,-0.001,-0.001,-0.001,-0.011,-4.173,0.001,-7.387,0.002,0.002,1.688,-0.00159014,0.000,,,,,
+000:00:20,500,0.000,0.000,-0.001,-0.014,-4.170,0.001,-7.376,0.000,0.000,1.691,-0.00049664,0.000,,,,,
+000:00:20,600,0.001,0.001,0.004,0.038,-4.156,-0.002,-7.354,-0.004,-0.003,1.695,0.00124486,0.000,,,,,
+000:00:20,700,0.001,0.001,0.002,0.023,-4.149,-0.003,-7.358,-0.004,-0.003,1.702,0.00432286,-0.004,,,,,
+000:00:20,800,0.002,0.002,0.002,0.020,-4.184,0.003,-7.397,0.004,0.004,1.689,-0.00110414,0.003,,,,,
+000:00:20,900,0.001,0.001,0.001,0.014,-4.174,0.001,-7.391,0.003,0.002,1.688,-0.00134714,0.002,,,,,
+000:00:21,0,0.001,0.001,0.003,0.032,-4.176,0.002,-7.382,0.001,0.001,1.694,0.00088036,0.000,,,,,
+000:00:21,100,0.003,0.003,0.008,0.084,-4.150,-0.003,-7.289,-0.017,-0.010,1.687,-0.00183314,0.005,,,,,
+000:00:21,200,0.004,0.004,0.002,0.023,-4.149,-0.003,-7.356,-0.004,-0.004,1.689,-0.00122564,0.005,,,,,
+000:00:21,300,0.003,0.003,0.004,0.035,-4.181,0.003,-7.393,0.003,0.003,1.692,-9.16398E-05,0.003,,,,,
+000:00:21,400,0.002,0.002,0.002,0.017,-4.171,0.001,-7.387,0.002,0.001,1.695,0.00112336,0.001,,,,,
+000:00:21,500,0.003,0.003,0.005,0.053,-4.186,0.004,-7.400,0.004,0.004,1.692,0.00027286,0.002,,,,,
+000:00:21,600,0.002,0.002,0.003,0.026,-4.172,0.001,-7.385,0.002,0.001,1.689,-0.00122564,0.004,,,,,
+000:00:21,700,-0.001,-0.001,0.002,0.017,-4.170,0.001,-7.370,-0.001,0.000,1.694,0.00088036,-0.002,,,,,
+000:00:21,800,0.000,0.000,-0.004,-0.035,-4.174,0.001,-7.332,-0.009,-0.004,1.691,-0.00021314,0.000,,,,,
+000:00:21,900,-0.001,-0.001,-0.003,-0.029,-4.155,-0.002,-7.362,-0.003,-0.002,1.687,-0.00195464,0.001,,,,,
+000:00:22,0,-0.001,-0.001,-0.002,-0.020,-4.186,0.004,-7.400,0.005,0.004,1.691,-0.00033464,-0.001,,,,,
+000:00:22,100,0.000,0.000,-0.001,-0.008,-4.174,0.001,-7.390,0.002,0.002,1.694,0.00075886,-0.001,,,,,
+000:00:22,200,-0.004,-0.004,0.000,0.005,-4.175,0.002,-7.379,0.000,0.001,1.689,-0.00122564,-0.002,,,,,
+000:00:22,300,0.003,0.003,-0.001,-0.011,-4.156,-0.002,-7.354,-0.004,-0.003,1.688,-0.00171164,0.004,,,,,
+000:00:22,400,-0.003,-0.003,-0.002,-0.020,-4.145,-0.004,-7.350,-0.005,-0.005,1.694,0.00088036,-0.004,,,,,
+000:00:22,500,0.001,0.001,0.001,0.011,-4.181,0.003,-7.394,0.003,0.003,1.703,0.00448486,-0.004,,,,,
+000:00:22,600,0.000,0.000,0.001,0.011,-4.174,0.001,-7.391,0.003,0.002,1.688,-0.00146864,0.001,,,,,
+000:00:22,700,-0.002,-0.002,0.000,-0.005,-4.182,0.003,-7.393,0.003,0.003,1.690,-0.00073964,-0.001,,,,,
+000:00:22,800,0.002,0.002,-0.001,-0.011,-4.162,-0.001,-7.364,-0.002,-0.002,1.692,0.00015136,0.002,,,,,
+000:00:22,900,-0.002,-0.002,-0.001,-0.014,-4.143,-0.004,-7.346,-0.006,-0.005,1.688,-0.00159014,-0.001,,,,,
+000:00:23,0,0.001,0.001,0.000,0.002,-4.183,0.003,-7.396,0.004,0.003,1.690,-0.00073964,0.002,,,,,
+000:00:23,100,-0.001,-0.001,0.001,0.014,-4.174,0.002,-7.392,0.003,0.002,1.690,-0.00086114,-0.001,,,,,
+000:00:23,200,0.003,0.003,0.004,0.041,-4.178,0.002,-7.386,0.002,0.002,1.697,0.00213586,0.000,,,,,
+000:00:23,300,0.004,0.004,0.003,0.026,-4.157,-0.002,-7.354,-0.004,-0.003,1.694,0.00100186,0.003,,,,,
+000:00:23,400,0.002,0.002,-0.002,-0.023,-4.145,-0.004,-7.352,-0.005,-0.004,1.689,-0.00122564,0.004,,,,,
+000:00:23,500,0.002,0.002,0.002,0.020,-4.182,0.003,-7.395,0.003,0.003,1.693,0.00039436,0.002,,,,,
+000:00:23,600,0.001,0.001,0.006,0.056,-4.173,0.001,-7.391,0.003,0.002,1.688,-0.00159014,0.003,,,,,
+000:00:23,700,0.004,0.004,0.002,0.023,-4.182,0.003,-7.391,0.003,0.003,1.689,-0.00098264,0.005,,,,,
+000:00:23,800,0.000,0.000,0.003,0.029,-4.163,-0.001,-7.367,-0.002,-0.001,1.690,-0.00073964,0.000,,,,,
+000:00:23,900,0.001,0.001,0.018,0.179,-4.134,-0.006,-7.336,-0.008,-0.007,1.692,0.00027286,0.001,,,,,
+000:00:24,0,-0.001,-0.001,-0.001,-0.011,-4.180,0.003,-7.390,0.003,0.003,1.691,-0.00049664,0.000,,,,,
+000:00:24,100,0.000,0.000,0.001,0.011,-4.173,0.001,-7.391,0.003,0.002,1.687,-0.00183314,0.002,,,,,
+000:00:24,200,0.000,0.000,0.001,0.014,-4.180,0.003,-7.389,0.002,0.003,1.693,0.00039436,-0.001,,,,,
+000:00:24,300,-0.002,-0.002,-0.003,-0.026,-4.158,-0.001,-7.357,-0.004,-0.003,1.700,0.00322936,-0.005,,,,,
+000:00:24,400,-0.001,-0.001,-0.006,-0.056,-4.148,-0.003,-7.355,-0.004,-0.004,1.687,-0.00207614,0.001,,,,,
+000:00:24,500,-0.001,-0.001,0.004,0.038,-4.183,0.003,-7.397,0.004,0.004,1.690,-0.00086114,-0.001,,,,,
+000:00:24,600,0.002,0.002,0.002,0.020,-4.175,0.002,-7.391,0.003,0.002,1.691,-0.00033464,0.002,,,,,
+000:00:24,700,-0.001,-0.001,0.003,0.026,-4.177,0.002,-7.384,0.001,0.002,1.690,-0.00061814,0.000,,,,,
+000:00:24,800,0.000,0.000,-0.001,-0.011,-4.154,-0.002,-7.352,-0.005,-0.003,1.687,-0.00183314,0.002,,,,,
+000:00:24,900,-0.001,-0.001,0.000,0.002,-4.148,-0.004,-7.356,-0.004,-0.004,1.692,0.00015136,-0.001,,,,,
+000:00:25,0,0.002,0.002,0.000,-0.002,-4.184,0.003,-7.399,0.004,0.004,1.698,0.00250036,0.000,,,,,
+000:00:25,100,0.001,0.001,0.003,0.032,-4.174,0.002,-7.391,0.003,0.002,1.693,0.00063736,0.001,,,,,
+000:00:25,200,0.001,0.001,0.004,0.041,-4.175,0.002,-7.382,0.001,0.001,1.689,-0.00098264,0.002,,,,,
+000:00:25,300,0.004,0.004,-0.001,-0.008,-4.154,-0.002,-7.348,-0.005,-0.004,1.693,0.00039436,0.004,,,,,
+000:00:25,400,0.001,0.001,-0.004,-0.035,-4.153,-0.002,-7.361,-0.003,-0.003,1.686,-0.00231914,0.003,,,,,
+000:00:25,500,0.006,0.006,0.003,0.032,-4.184,0.003,-7.398,0.004,0.004,1.690,-0.00061814,0.006,,,,,
+000:00:25,600,0.002,0.002,0.003,0.032,-4.175,0.002,-7.392,0.003,0.002,1.688,-0.00171164,0.003,,,,,
+000:00:25,700,0.004,0.004,0.004,0.035,-4.177,0.002,-7.383,0.001,0.002,1.695,0.00124486,0.002,,,,,
+000:00:25,800,0.002,0.002,-0.001,-0.011,-4.156,-0.002,-7.354,-0.004,-0.003,1.688,-0.00171164,0.004,,,,,
+000:00:25,900,-0.001,-0.001,0.001,0.008,-4.143,-0.004,-7.348,-0.005,-0.005,1.688,-0.00146864,0.000,,,,,
+000:00:26,0,0.002,0.002,-0.002,-0.020,-4.184,0.003,-7.397,0.004,0.004,1.692,0.00027286,0.002,,,,,
+000:00:26,100,0.002,0.002,0.001,0.014,-4.175,0.002,-7.391,0.003,0.002,1.701,0.00371536,-0.002,,,,,
+000:00:26,200,-0.003,-0.003,-0.004,-0.041,-4.176,0.002,-7.383,0.001,0.002,1.688,-0.00134714,-0.002,,,,,
+000:00:26,300,0.000,0.000,0.000,-0.002,-4.155,-0.002,-7.352,-0.005,-0.003,1.688,-0.00134714,0.002,,,,,
+000:00:26,400,0.000,0.000,-0.004,-0.044,-4.153,-0.003,-7.361,-0.003,-0.003,1.691,-0.00021314,0.000,,,,,
+000:00:26,500,-0.001,-0.001,0.001,0.008,-4.185,0.004,-7.401,0.005,0.004,1.691,-0.00049664,-0.001,,,,,
+000:00:26,600,-0.006,-0.006,-0.003,-0.029,-4.175,0.002,-7.390,0.002,0.002,1.686,-0.00231914,-0.003,,,,,
+000:00:26,700,0.000,0.000,0.003,0.029,-4.170,0.001,-7.371,-0.001,0.000,1.692,0.00027286,0.000,,,,,
+000:00:26,800,0.005,0.005,0.002,0.023,-4.161,-0.001,-7.359,-0.003,-0.002,1.697,0.00225736,0.003,,,,,
+000:00:26,900,0.002,0.002,-0.002,-0.023,-4.165,0.000,-7.379,0.000,0.000,1.693,0.00063736,0.001,,,,,
+000:00:27,0,-0.005,-0.005,-0.004,-0.041,-4.187,0.004,-7.401,0.005,0.004,1.690,-0.00086114,-0.004,,,,,
+000:00:27,100,0.003,0.003,0.000,0.005,-4.172,0.001,-7.382,0.001,0.001,1.689,-0.00110414,0.004,,,,,
+000:00:27,200,0.001,0.001,0.000,0.002,-4.160,-0.001,-7.352,-0.005,-0.003,1.689,-0.00122564,0.002,,,,,
+000:00:27,300,0.003,0.003,0.003,0.032,-4.170,0.001,-7.376,0.000,0.000,1.690,-0.00086114,0.004,,,,,
+000:00:27,400,-0.004,-0.004,-0.002,-0.020,-4.169,0.000,-7.384,0.001,0.001,1.688,-0.00134714,-0.002,,,,,
+000:00:27,500,-0.001,-0.001,0.002,0.023,-4.187,0.004,-7.401,0.005,0.004,1.695,0.00136636,-0.002,,,,,
+000:00:27,600,0.002,0.002,0.004,0.035,-4.170,0.001,-7.382,0.001,0.001,1.685,-0.00268364,0.004,,,,,
+000:00:27,700,0.003,0.003,0.004,0.041,-4.160,-0.001,-7.354,-0.004,-0.003,1.690,-0.00086114,0.004,,,,,
+000:00:27,800,0.002,0.002,0.004,0.035,-4.170,0.001,-7.375,0.000,0.000,1.692,2.98602E-05,0.002,,,,,
+000:00:27,900,0.002,0.002,0.000,-0.002,-4.168,0.000,-7.383,0.001,0.001,1.701,0.00383686,-0.002,,,,,
+000:00:28,0,0.003,0.003,-0.001,-0.008,-4.186,0.004,-7.400,0.004,0.004,1.688,-0.00134714,0.004,,,,,
+000:00:28,100,0.003,0.003,0.004,0.035,-4.167,0.000,-7.375,0.000,0.000,1.688,-0.00159014,0.004,,,,,
+000:00:28,200,0.002,0.002,0.002,0.023,-4.153,-0.002,-7.341,-0.007,-0.005,1.695,0.00124486,0.000,,,,,
+000:00:28,300,-0.001,-0.001,0.001,0.011,-4.176,0.002,-7.388,0.002,0.002,1.689,-0.00122564,0.000,,,,,
+000:00:28,400,-0.002,-0.002,-0.001,-0.008,-4.173,0.001,-7.390,0.003,0.002,1.688,-0.00171164,-0.001,,,,,
+000:00:28,500,0.000,0.000,-0.004,-0.044,-4.184,0.003,-7.394,0.003,0.003,1.692,2.98602E-05,0.000,,,,,
+000:00:28,600,-0.002,-0.002,0.001,0.008,-4.161,-0.001,-7.364,-0.002,-0.002,1.695,0.00112336,-0.003,,,,,
+000:00:28,700,-0.004,-0.004,-0.001,-0.008,-4.146,-0.004,-7.350,-0.005,-0.004,1.692,0.00027286,-0.005,,,,,
+000:00:28,800,0.000,0.000,-0.001,-0.008,-4.185,0.004,-7.398,0.004,0.004,1.690,-0.00086114,0.001,,,,,
+000:00:28,900,-0.001,-0.001,-0.004,-0.035,-4.174,0.002,-7.391,0.003,0.002,1.691,-0.00049664,0.000,,,,,
+000:00:29,0,0.002,0.002,-0.001,-0.011,-4.178,0.002,-7.385,0.002,0.002,1.689,-0.00122564,0.003,,,,,
+000:00:29,100,0.000,0.000,0.004,0.041,-4.158,-0.002,-7.358,-0.004,-0.003,1.687,-0.00183314,0.002,,,,,
+000:00:29,200,-0.003,-0.003,0.000,-0.005,-4.143,-0.004,-7.347,-0.006,-0.005,1.689,-0.00098264,-0.002,,,,,
+000:00:29,300,-0.002,-0.002,0.002,0.017,-4.179,0.002,-7.390,0.003,0.003,1.695,0.00112336,-0.003,,,,,
+000:00:29,400,0.002,0.002,0.000,-0.005,-4.173,0.001,-7.391,0.003,0.002,1.687,-0.00207614,0.004,,,,,
+000:00:29,500,0.000,0.000,0.004,0.035,-4.182,0.003,-7.394,0.003,0.003,1.689,-0.00098264,0.001,,,,,
+000:00:29,600,0.000,0.000,0.001,0.014,-4.163,-0.001,-7.366,-0.002,-0.001,1.693,0.00039436,0.000,,,,,
+000:00:29,700,0.000,0.000,0.020,0.200,-4.136,-0.006,-7.337,-0.008,-0.007,1.700,0.00347236,-0.004,,,,,
+000:00:29,800,0.002,0.002,0.000,0.005,-4.177,0.002,-7.388,0.002,0.002,1.689,-0.00098264,0.003,,,,,
+000:00:29,900,0.004,0.004,0.001,0.008,-4.171,0.001,-7.390,0.002,0.002,1.689,-0.00122564,0.005,,,,,
+000:00:30,0,0.003,0.003,0.003,0.026,-4.185,0.004,-7.397,0.004,0.004,1.695,0.00124486,0.002,,,,,
+000:00:30,100,0.003,0.003,0.003,0.032,-4.167,0.000,-7.373,-0.001,0.000,1.686,-0.00231914,0.006,,,,,
+000:00:30,200,0.002,0.002,0.005,0.047,-4.150,-0.003,-7.331,-0.009,-0.006,1.688,-0.00171164,0.004,,,,,
+000:00:30,300,0.004,0.004,0.002,0.023,-4.176,0.002,-7.385,0.002,0.002,1.692,-9.16398E-05,0.005,,,,,
+000:00:30,400,0.000,0.000,0.002,0.023,-4.170,0.001,-7.389,0.002,0.002,1.695,0.00112336,-0.001,,,,,
+000:00:30,500,0.000,0.000,0.002,0.023,-4.184,0.003,-7.397,0.004,0.004,1.690,-0.00073964,0.001,,,,,
+000:00:30,600,-0.001,-0.001,0.000,-0.005,-4.169,0.001,-7.380,0.001,0.001,1.687,-0.00183314,0.001,,,,,
+000:00:30,700,-0.001,-0.001,0.001,0.008,-4.160,-0.001,-7.353,-0.004,-0.003,1.694,0.00088036,-0.002,,,,,
+000:00:30,800,0.000,0.000,0.001,0.011,-4.168,0.000,-7.375,0.000,0.000,1.686,-0.00244064,0.002,,,,,
+000:00:30,900,0.000,0.000,-0.002,-0.017,-4.166,0.000,-7.381,0.001,0.000,1.688,-0.00159014,0.001,,,,,
+000:00:31,0,-0.003,-0.003,-0.004,-0.035,-4.188,0.004,-7.402,0.005,0.004,1.691,-0.00049664,-0.002,,,,,
+000:00:31,100,-0.001,-0.001,0.000,-0.005,-4.175,0.002,-7.389,0.002,0.002,1.693,0.00051586,-0.001,,,,,
+000:00:31,200,0.000,0.000,0.000,-0.002,-4.174,0.002,-7.379,0.000,0.001,1.688,-0.00134714,0.002,,,,,
+000:00:31,300,0.001,0.001,0.003,0.026,-4.152,-0.003,-7.347,-0.006,-0.004,1.685,-0.00268364,0.003,,,,,
+000:00:31,400,-0.003,-0.003,0.001,0.008,-4.153,-0.003,-7.361,-0.003,-0.003,1.692,0.00015136,-0.003,,,,,
+000:00:31,500,0.000,0.000,0.001,0.014,-4.184,0.003,-7.396,0.004,0.004,1.702,0.00432286,-0.004,,,,,
+000:00:31,600,0.000,0.000,0.004,0.035,-4.174,0.002,-7.391,0.003,0.002,1.686,-0.00244064,0.003,,,,,
+000:00:31,700,0.002,0.002,0.002,0.017,-4.182,0.003,-7.395,0.004,0.003,1.691,-0.00049664,0.002,,,,,
+000:00:31,800,-0.002,-0.002,0.003,0.029,-4.166,0.000,-7.370,-0.001,-0.001,1.692,-9.16398E-05,-0.002,,,,,
+000:00:31,900,0.003,0.003,0.000,0.002,-4.141,-0.005,-7.326,-0.010,-0.007,1.686,-0.00231914,0.005,,,,,
+000:00:32,0,0.003,0.003,0.002,0.020,-4.176,0.002,-7.384,0.001,0.002,1.691,-0.00049664,0.003,,,,,
+000:00:32,100,0.003,0.003,-0.003,-0.029,-4.171,0.001,-7.388,0.002,0.002,1.693,0.00039436,0.003,,,,,
+000:00:32,200,0.003,0.003,0.004,0.035,-4.186,0.004,-7.400,0.004,0.004,1.699,0.00274336,0.000,,,,,
+000:00:32,300,0.002,0.002,0.003,0.026,-4.169,0.001,-7.377,0.000,0.000,1.690,-0.00073964,0.002,,,,,
+000:00:32,400,0.002,0.002,0.000,-0.002,-4.159,-0.001,-7.351,-0.005,-0.003,1.689,-0.00098264,0.003,,,,,
+000:00:32,500,0.004,0.004,-0.001,-0.014,-4.170,0.001,-7.373,-0.001,0.000,1.695,0.00112336,0.002,,,,,
+000:00:32,600,0.001,0.001,0.002,0.020,-4.164,0.000,-7.380,0.001,0.000,1.682,-0.00406064,0.005,,,,,
+000:00:32,700,0.000,0.000,0.001,0.011,-4.187,0.004,-7.401,0.005,0.004,1.689,-0.00110414,0.001,,,,,
+000:00:32,800,-0.001,-0.001,0.000,0.002,-4.176,0.002,-7.390,0.002,0.002,1.687,-0.00183314,0.001,,,,,
+000:00:32,900,0.000,0.000,-0.006,-0.056,-4.175,0.002,-7.379,0.000,0.001,1.695,0.00148786,-0.002,,,,,
+000:00:33,0,-0.002,-0.002,-0.001,-0.008,-4.153,-0.002,-7.349,-0.005,-0.004,1.695,0.00148786,-0.003,,,,,
+000:00:33,100,-0.001,-0.001,-0.004,-0.035,-4.154,-0.002,-7.363,-0.003,-0.002,1.689,-0.00110414,0.000,,,,,
+000:00:33,200,0.000,0.000,0.002,0.023,-4.185,0.004,-7.399,0.004,0.004,1.695,0.00112336,-0.001,,,,,
+000:00:33,300,0.000,0.000,-0.002,-0.023,-4.174,0.002,-7.391,0.003,0.002,1.701,0.00383686,-0.003,,,,,
+000:00:33,400,0.001,0.001,0.001,0.008,-4.180,0.003,-7.389,0.002,0.003,1.690,-0.00086114,0.002,,,,,
+000:00:33,500,0.001,0.001,-0.002,-0.020,-4.158,-0.002,-7.356,-0.004,-0.003,1.687,-0.00183314,0.003,,,,,
+000:00:33,600,-0.002,-0.002,0.006,0.063,-4.148,-0.003,-7.356,-0.004,-0.004,1.692,-9.16398E-05,-0.002,,,,,
+000:00:33,700,-0.001,-0.001,-0.002,-0.023,-4.183,0.003,-7.397,0.004,0.004,1.689,-0.00122564,0.000,,,,,
+000:00:33,800,0.001,0.001,0.004,0.038,-4.174,0.002,-7.391,0.003,0.002,1.687,-0.00195464,0.003,,,,,
+000:00:33,900,-0.001,-0.001,0.000,-0.005,-4.177,0.002,-7.383,0.001,0.002,1.693,0.00039436,-0.001,,,,,
+000:00:34,0,0.005,0.005,0.001,0.008,-4.155,-0.002,-7.353,-0.005,-0.003,1.697,0.00201436,0.003,,,,,
+000:00:34,100,-0.005,-0.005,-0.003,-0.032,-4.149,-0.003,-7.354,-0.004,-0.004,1.690,-0.00073964,-0.004,,,,,
+000:00:34,200,0.007,0.007,0.005,0.053,-4.181,0.003,-7.393,0.003,0.003,1.691,-0.00021314,0.007,,,,,
+000:00:34,300,0.002,0.002,0.003,0.026,-4.173,0.001,-7.389,0.002,0.002,1.692,2.98602E-05,0.002,,,,,
+000:00:34,400,0.003,0.003,0.002,0.017,-4.184,0.003,-7.397,0.004,0.004,1.683,-0.00345314,0.006,,,,,
+000:00:34,500,-0.002,-0.002,-0.003,-0.032,-4.170,0.001,-7.378,0.000,0.000,1.687,-0.00195464,0.000,,,,,
+000:00:34,600,0.003,0.003,0.001,0.014,-4.161,-0.001,-7.357,-0.004,-0.002,1.689,-0.00110414,0.004,,,,,
+000:00:34,700,0.000,0.000,0.001,0.014,-4.161,-0.001,-7.361,-0.003,-0.002,1.695,0.00136636,-0.002,,,,,
+000:00:34,800,-0.001,-0.001,0.003,0.026,-4.160,-0.001,-7.370,-0.001,-0.001,1.689,-0.00110414,0.000,,,,,
+000:00:34,900,-0.006,-0.006,-0.004,-0.044,-4.186,0.004,-7.400,0.004,0.004,1.688,-0.00159014,-0.004,,,,,
+000:00:35,0,-0.003,-0.003,0.002,0.023,-4.174,0.001,-7.391,0.003,0.002,1.692,-9.16398E-05,-0.003,,,,,
+000:00:35,100,-0.001,-0.001,-0.002,-0.017,-4.177,0.002,-7.385,0.002,0.002,1.703,0.00472786,-0.006,,,,,
+000:00:35,200,0.001,0.001,0.002,0.023,-4.159,-0.001,-7.359,-0.003,-0.002,1.688,-0.00134714,0.002,,,,,
+000:00:35,300,-0.009,-0.009,-0.009,-0.087,-4.144,-0.004,-7.347,-0.006,-0.005,1.687,-0.00195464,-0.007,,,,,
+000:00:35,400,0.004,0.004,-0.002,-0.017,-4.180,0.003,-7.391,0.003,0.003,1.694,0.00100186,0.003,,,,,
+000:00:35,500,0.001,0.001,-0.003,-0.026,-4.174,0.001,-7.390,0.003,0.002,1.687,-0.00207614,0.003,,,,,
+000:00:35,600,0.002,0.002,0.002,0.020,-4.181,0.003,-7.390,0.003,0.003,1.690,-0.00086114,0.003,,,,,
+000:00:35,700,-0.004,-0.004,0.000,0.002,-4.159,-0.001,-7.358,-0.004,-0.002,1.691,-0.00049664,-0.004,,,,,
+000:00:35,800,0.000,0.000,0.002,0.020,-4.145,-0.004,-7.350,-0.005,-0.005,1.694,0.00088036,0.000,,,,,
+000:00:35,900,0.000,0.000,0.000,-0.002,-4.181,0.003,-7.394,0.003,0.003,1.690,-0.00073964,0.001,,,,,
+000:00:36,0,0.003,0.003,0.002,0.017,-4.174,0.001,-7.390,0.003,0.002,1.687,-0.00183314,0.005,,,,,
+000:00:36,100,-0.002,-0.002,-0.004,-0.038,-4.185,0.004,-7.396,0.004,0.004,1.692,2.98602E-05,-0.002,,,,,
+000:00:36,200,0.004,0.004,0.003,0.026,-4.169,0.001,-7.377,0.000,0.000,1.682,-0.00393914,0.007,,,,,
+000:00:36,300,0.004,0.004,0.000,0.002,-4.153,-0.002,-7.341,-0.007,-0.005,1.692,0.00015136,0.003,,,,,
+000:00:36,400,0.004,0.004,0.002,0.020,-4.175,0.002,-7.382,0.001,0.001,1.691,-0.00033464,0.004,,,,,
+000:00:36,500,0.002,0.002,-0.006,-0.056,-4.170,0.001,-7.387,0.002,0.001,1.693,0.00039436,0.002,,,,,
+000:00:36,600,0.002,0.002,0.006,0.060,-4.187,0.004,-7.400,0.005,0.004,1.689,-0.00122564,0.004,,,,,
+000:00:36,700,0.003,0.003,0.003,0.026,-4.170,0.001,-7.380,0.001,0.001,1.688,-0.00171164,0.004,,,,,
+000:00:36,800,0.003,0.003,0.003,0.032,-4.159,-0.001,-7.349,-0.005,-0.003,1.694,0.00075886,0.002,,,,,
+000:00:36,900,-0.002,-0.002,-0.004,-0.038,-4.171,0.001,-7.378,0.000,0.001,1.703,0.00472786,-0.006,,,,,
+000:00:37,0,0.002,0.002,-0.001,-0.011,-4.167,0.000,-7.382,0.001,0.001,1.688,-0.00171164,0.004,,,,,
+000:00:37,100,0.000,0.000,0.000,-0.002,-4.188,0.004,-7.401,0.005,0.004,1.690,-0.00061814,0.000,,,,,
+000:00:37,200,0.001,0.001,0.000,0.002,-4.175,0.002,-7.390,0.003,0.002,1.692,2.98602E-05,0.001,,,,,
+000:00:37,300,-0.003,-0.003,-0.004,-0.044,-4.178,0.002,-7.383,0.001,0.002,1.689,-0.00110414,-0.002,,,,,
+000:00:37,400,0.002,0.002,-0.001,-0.011,-4.156,-0.002,-7.353,-0.004,-0.003,1.687,-0.00207614,0.004,,,,,
+000:00:37,500,-0.002,-0.002,-0.002,-0.023,-4.152,-0.003,-7.358,-0.004,-0.003,1.694,0.00088036,-0.003,,,,,
+000:00:37,600,0.000,0.000,0.000,-0.002,-4.184,0.003,-7.396,0.004,0.003,1.698,0.00262186,-0.003,,,,,
+000:00:37,700,0.000,0.000,-0.007,-0.066,-4.175,0.002,-7.392,0.003,0.002,1.688,-0.00146864,0.001,,,,,
+000:00:37,800,0.001,0.001,0.001,0.011,-4.186,0.004,-7.393,0.003,0.003,1.690,-0.00061814,0.002,,,,,
+000:00:37,900,0.001,0.001,-0.002,-0.017,-4.164,0.000,-7.368,-0.002,-0.001,1.691,-0.00033464,0.001,,,,,
+000:00:38,0,0.001,0.001,0.003,0.032,-4.135,-0.006,-7.331,-0.009,-0.007,1.681,-0.00454664,0.005,,,,,
+000:00:38,100,0.001,0.001,-0.004,-0.038,-4.176,0.002,-7.386,0.002,0.002,1.690,-0.00073964,0.002,,,,,
+000:00:38,200,0.003,0.003,0.004,0.044,-4.171,0.001,-7.389,0.002,0.002,1.688,-0.00159014,0.004,,,,,
+000:00:38,300,0.002,0.002,0.003,0.029,-4.184,0.003,-7.396,0.004,0.004,1.695,0.00124486,0.001,,,,,
+000:00:38,400,0.002,0.002,0.002,0.020,-4.166,0.000,-7.371,-0.001,-0.001,1.692,2.98602E-05,0.002,,,,,
+000:00:38,500,0.004,0.004,-0.002,-0.017,-4.150,-0.003,-7.327,-0.009,-0.006,1.687,-0.00195464,0.006,,,,,
+000:00:38,600,0.003,0.003,0.001,0.011,-4.175,0.002,-7.385,0.002,0.002,1.693,0.00051586,0.003,,,,,
+000:00:38,700,0.000,0.000,0.007,0.075,-4.171,0.001,-7.388,0.002,0.002,1.701,0.00359386,-0.004,,,,,
+000:00:38,800,0.003,0.003,0.003,0.029,-4.185,0.004,-7.399,0.004,0.004,1.688,-0.00171164,0.004,,,,,
+000:00:38,900,0.001,0.001,0.000,-0.002,-4.169,0.000,-7.378,0.000,0.000,1.688,-0.00159014,0.003,,,,,
+000:00:39,0,0.000,0.000,-0.001,-0.011,-4.159,-0.001,-7.351,-0.005,-0.003,1.695,0.00124486,-0.001,,,,,
+000:00:39,100,0.000,0.000,0.004,0.035,-4.166,0.000,-7.372,-0.001,0.000,1.690,-0.00086114,0.001,,,,,
+000:00:39,200,0.000,0.000,0.000,-0.002,-4.164,0.000,-7.379,0.000,0.000,1.685,-0.00256214,0.002,,,,,
+000:00:39,300,0.000,0.000,0.001,0.011,-4.185,0.004,-7.402,0.005,0.004,1.693,0.00039436,-0.001,,,,,
+000:00:39,400,-0.003,-0.003,0.001,0.011,-4.174,0.001,-7.387,0.002,0.002,1.696,0.00185236,-0.004,,,,,
+000:00:39,500,0.000,0.000,-0.004,-0.035,-4.170,0.001,-7.371,-0.001,0.000,1.692,-9.16398E-05,0.000,,,,,
+000:00:39,600,0.000,0.000,-0.001,-0.008,-4.159,-0.001,-7.356,-0.004,-0.003,1.690,-0.00086114,0.001,,,,,
+000:00:39,700,0.003,0.003,0.004,0.035,-4.158,-0.001,-7.370,-0.001,-0.001,1.692,0.00015136,0.002,,,,,
+000:00:39,800,-0.001,-0.001,0.002,0.023,-4.187,0.004,-7.401,0.005,0.004,1.682,-0.00393914,0.003,,,,,
+000:00:39,900,0.001,0.001,0.002,0.017,-4.174,0.001,-7.389,0.002,0.002,1.687,-0.00195464,0.003,,,,,
+000:00:40,0,0.000,0.000,0.000,-0.002,-4.173,0.001,-7.374,0.000,0.000,1.690,-0.00061814,0.000,,,,,
+000:00:40,100,0.000,0.000,0.001,0.011,-4.152,-0.003,-7.346,-0.006,-0.004,1.693,0.00039436,0.000,,,,,
